neg,neu,pos,compound,eid,pii
0.027,0.928,0.044,0.9975,2-s2.0-85033561577,S0047248417304062
0.016,0.911,0.073,0.9992,2-s2.0-0021685248,S0047248484800275
0.04,0.895,0.064,0.9914,2-s2.0-84923355019,S0047248414002590
0.019,0.894,0.087,0.9921,2-s2.0-0342368244,S0047248499903342
0.026,0.898,0.076,0.9972,2-s2.0-0017065749,47248476900324
0.024,0.928,0.048,0.9858,2-s2.0-0031205912,S004724849790110X
0.007,0.953,0.04,0.9956,2-s2.0-0031202605,S004724849790155X
0.018,0.914,0.068,0.9998,2-s2.0-0016766267,47248475900184
0.033,0.878,0.09,1.0,2-s2.0-85068121275,S0047248419300624
0.039,0.847,0.114,0.9864,2-s2.0-0030482140,S004724849690024X
0.034,0.923,0.043,0.9935,2-s2.0-0025227262,004724849090012Z
0.017,0.926,0.058,0.9898,2-s2.0-0018639209,47248479901118
0.017,0.919,0.064,0.9998,2-s2.0-85012267405,S0047248416302664
0.012,0.937,0.05,0.9964,2-s2.0-0032071342,S0047248498902147
0.025,0.922,0.052,0.9991,2-s2.0-85073199159,S0047248419301873
0.025,0.927,0.048,0.9822,2-s2.0-0019460866,S0047248481800188
0.117,0.81,0.073,-0.9998,2-s2.0-58149369507,S0047248484800019
0.02,0.889,0.091,0.9999,2-s2.0-85055322616,S0047248417302270
0.061,0.85,0.088,0.9989,2-s2.0-0017274669,47248476901020
0.035,0.902,0.064,0.9996,2-s2.0-55949109054,S0047248408001851
0.014,0.953,0.032,0.9201,2-s2.0-0034164535,S0047248400903956
0.023,0.926,0.051,0.9944,2-s2.0-0009180378,S0047248482800328
0.023,0.9,0.077,0.9999,2-s2.0-84923375488,S0047248414002085
0.048,0.88,0.072,0.9998,2-s2.0-84920370992,S0047248414002292
0.011,0.923,0.066,0.9958,2-s2.0-0031064119,S0047248496901050
0.025,0.908,0.067,0.9998,2-s2.0-70449089925,S004724840800239X
0.047,0.893,0.06,0.9977,2-s2.0-68049109241,S0047248409000906
0.018,0.909,0.073,0.9994,2-s2.0-23844488687,S0047248405000667
0.029,0.911,0.06,0.9432,2-s2.0-0030482123,S0047248496900354
0.058,0.893,0.049,-0.9962,2-s2.0-84879133162,S0047248413000973
0.03,0.889,0.082,0.9908,2-s2.0-0016168006,004724847490178X
0.024,0.846,0.13,1.0,2-s2.0-85056471280,S0047248418300861
0.089,0.855,0.057,-0.9987,2-s2.0-84920480218,S0047248414001778
0.038,0.88,0.081,0.9999,2-s2.0-3142623123,47248488900474
0.036,0.892,0.071,0.9997,2-s2.0-85085653647,S0047248420300373
0.036,0.894,0.07,0.9993,2-s2.0-85034756233,S0047248417303949
0.026,0.916,0.058,0.9997,2-s2.0-0025960978,004724849190013L
0.021,0.922,0.057,0.997,2-s2.0-0019156630,47248480900639
0.084,0.836,0.08,-0.9944,2-s2.0-0345159813,S0047248482800353
0.026,0.899,0.075,0.9998,2-s2.0-84921649781,S0047248414002504
0.0,0.943,0.057,0.9595,2-s2.0-0027842404,S0047248483710493
0.031,0.898,0.072,0.9991,2-s2.0-0025948643,004724849190007I
0.038,0.903,0.059,0.9986,2-s2.0-84945265124,S0047248415002110
0.015,0.967,0.018,0.9806,2-s2.0-0034493580,S0047248400904354
0.009,0.925,0.066,0.9792,2-s2.0-0028578824,S0047248484710359
0.015,0.94,0.045,0.9962,2-s2.0-0000352688,S0047248485800476
0.079,0.876,0.045,-0.9997,2-s2.0-33845592602,S0047248406001540
0.048,0.847,0.105,0.9999,2-s2.0-84859161477,S004724841200036X
0.023,0.922,0.055,0.9995,2-s2.0-85087499736,S0047248420300518
0.03,0.896,0.074,0.9998,2-s2.0-85027514889,S0047248416302561
0.044,0.864,0.091,0.9997,2-s2.0-84996075123,S0047248481800632
0.012,0.919,0.069,0.9992,2-s2.0-78649444262,S0047248410001880
0.04,0.895,0.065,0.9993,2-s2.0-84865863017,S0047248412001388
0.051,0.865,0.085,0.9993,2-s2.0-12144283452,S0047248404001435
0.053,0.854,0.093,0.997,2-s2.0-0011274639,S0047-2484(82)80003-1
0.018,0.883,0.099,0.9861,2-s2.0-67650117759,S0047248409000402
0.062,0.833,0.105,0.9919,2-s2.0-0017346022,S0047248477801115
0.043,0.894,0.064,0.9963,2-s2.0-85009799290,S0047248416301658
0.027,0.895,0.078,0.9996,2-s2.0-84855190103,S0047248411002211
0.024,0.914,0.062,0.9999,2-s2.0-84877662532,S0047248413000924
0.046,0.923,0.031,-0.9973,2-s2.0-0023552519,47248487900777
0.014,0.843,0.143,1.0,2-s2.0-0242417601,S0047248402001641
0.008,0.944,0.049,0.9726,2-s2.0-0028844956,S0047248485710433
0.025,0.922,0.053,0.9996,2-s2.0-70449100263,S0047248408001607
0.033,0.874,0.092,0.9988,2-s2.0-0006030041,S0047248482800304
0.024,0.87,0.106,0.9999,2-s2.0-84919667671,S0047248414002553
0.038,0.903,0.059,0.9888,2-s2.0-0015907313,47248473900626
0.035,0.814,0.151,1.0,2-s2.0-84920619734,S0047248414002103
0.035,0.917,0.047,0.891,2-s2.0-0032096392,S0047248497902116
0.034,0.888,0.079,0.9885,2-s2.0-0016824699,47248475900147
0.024,0.918,0.058,0.9998,2-s2.0-85086670447,S0047248420300774
0.031,0.893,0.076,0.9983,2-s2.0-10744223316,S0047248403001039
0.066,0.84,0.094,0.985,2-s2.0-1642317644,S0047248482801000
0.106,0.815,0.079,-0.9992,2-s2.0-0017644245,S0047248477800092
0.016,0.938,0.047,0.9997,2-s2.0-84962145257,S0047248416000270
0.052,0.873,0.076,0.9982,2-s2.0-0026064835,004724849190045W
0.046,0.899,0.055,0.9977,2-s2.0-85027146502,S0047248417302749
0.039,0.888,0.072,0.9999,2-s2.0-85092015384,S0047248420301470
0.028,0.916,0.056,0.9951,2-s2.0-69549112755,S0047248409000414
0.034,0.922,0.044,0.9545,2-s2.0-26044456220,47248480900044
0.037,0.848,0.116,0.9999,2-s2.0-12144269498,S0047248404001423
0.036,0.929,0.034,-0.1779,2-s2.0-0034242588,S0047248400904196
0.034,0.887,0.079,0.9998,2-s2.0-84861880410,S0047248412000425
0.016,0.9,0.084,0.9999,2-s2.0-19944396201,S0047248405000333
0.035,0.901,0.064,0.9998,2-s2.0-0025256526,47248490900132
0.029,0.911,0.06,0.9993,2-s2.0-84875887904,S0047248413000031
0.03,0.89,0.08,0.9997,2-s2.0-33644517560,S0047248405001934
0.031,0.949,0.02,-0.7506,2-s2.0-0036669983,S004724840290566X
0.015,0.929,0.056,0.9995,2-s2.0-84883451376,S0047248413001620
0.092,0.825,0.083,-0.9979,2-s2.0-79952359598,S0047248410000291
0.025,0.884,0.091,0.9999,2-s2.0-78650911576,S0047248410001879
0.008,0.957,0.036,0.9971,2-s2.0-1542430533,47248472900048
0.025,0.879,0.095,0.9976,2-s2.0-0017333440,S0047248477801103
0.064,0.816,0.12,0.9995,2-s2.0-0016354893,47248474900050
0.026,0.947,0.027,0.0258,2-s2.0-0034931910,S0047248401904701
0.067,0.881,0.052,-0.9996,2-s2.0-85086651479,S0047248420300762
0.029,0.841,0.13,0.9945,2-s2.0-0029751147,S0047248496900196
0.013,0.933,0.054,0.9983,2-s2.0-84906941148,S0047248414000128
0.03,0.867,0.103,0.9999,2-s2.0-43249103194,S004724840700259X
0.032,0.868,0.1,0.9992,2-s2.0-0037228820,S0047248402001987
0.029,0.901,0.071,0.9994,2-s2.0-84902243270,S0047248414000578
0.05,0.888,0.062,0.9966,2-s2.0-85019834198,S0047248417301173
0.024,0.915,0.06,0.9678,2-s2.0-0034082839,S0047248499903378
0.029,0.893,0.078,0.9652,2-s2.0-49249142559,47248479900733
0.027,0.91,0.063,0.979,2-s2.0-0018615015,004724847990006X
0.065,0.868,0.067,-0.8227,2-s2.0-3343013756,S0047248404000818
0.028,0.902,0.07,0.999,2-s2.0-49649134204,0047-2484(72)90077-2
0.026,0.919,0.055,0.9997,2-s2.0-0021222531,S0047248484800536
0.028,0.884,0.087,0.9993,2-s2.0-0018125187,S0047248478800153
0.062,0.907,0.031,-0.9941,2-s2.0-0018629232,47248479901088
0.022,0.912,0.066,0.9984,2-s2.0-50849122666,S004724840800105X
0.049,0.88,0.071,0.9997,2-s2.0-0025204910,47248490900165
0.031,0.857,0.113,0.9999,2-s2.0-84859162799,S0047248412000188
0.037,0.9,0.063,0.9982,2-s2.0-0022370190,S0047248485800749
0.023,0.925,0.052,0.9999,2-s2.0-85097238335,S0047248420301718
0.018,0.913,0.069,0.9999,2-s2.0-33846921336,S0047248406002053
0.02,0.884,0.096,0.9999,2-s2.0-84902239055,S004724841400044X
0.022,0.903,0.075,0.9988,2-s2.0-77954216693,S0047248410000679
0.041,0.888,0.071,0.9998,2-s2.0-84944153561,S0047248415001815
0.035,0.934,0.031,-0.8519,2-s2.0-0037946406,S004724849990324X
0.013,0.899,0.088,0.9999,2-s2.0-48349094405,S0047248408000407
0.024,0.908,0.068,0.999,2-s2.0-0020262201,S0047248482800596
0.01,0.93,0.06,0.9995,2-s2.0-0032004161,S0047248497901901
0.016,0.91,0.074,0.9997,2-s2.0-34548317518,S0047248407000929
0.032,0.891,0.077,0.9998,2-s2.0-84937967693,S0047248415001116
0.01,0.845,0.145,0.9975,2-s2.0-0030455915,S0047248496900342
0.075,0.835,0.09,0.9928,2-s2.0-0010100197,S0047248483801286
0.0,0.932,0.068,0.9928,2-s2.0-0033082015,S004724849890255X
0.038,0.846,0.116,0.999,2-s2.0-0346108705,S0047248483800244
0.034,0.887,0.08,0.9998,2-s2.0-70449106232,S0047248409000785
0.084,0.841,0.075,-0.9998,2-s2.0-70549090014,S0047248409001481
0.031,0.892,0.077,0.9977,2-s2.0-68049106085,S004724840900089X
0.015,0.953,0.032,0.8126,2-s2.0-0034492805,S0047248400904342
0.036,0.885,0.079,0.9986,2-s2.0-0021172543,S0047248484800561
0.029,0.891,0.08,0.994,2-s2.0-0017336940,S0047248477801292
0.015,0.886,0.1,1.0,2-s2.0-84898056438,S0047248414000190
0.022,0.875,0.103,1.0,2-s2.0-0002314019,47248492900417
0.036,0.868,0.096,0.9999,2-s2.0-85018996884,S0047248417301124
0.038,0.892,0.07,0.9924,2-s2.0-49549142061,0047-2484(75)90007-X
0.023,0.916,0.061,0.9995,2-s2.0-85030455860,S0047248417303494
0.034,0.897,0.068,0.9995,2-s2.0-0021914971,S0047248485800944
0.016,0.9,0.084,1.0,2-s2.0-84945301579,S0047248415002171
0.036,0.886,0.079,0.9998,2-s2.0-0017185256,47248476900294
0.036,0.884,0.08,0.9995,2-s2.0-0020408690,S0047248482801036
0.026,0.917,0.058,0.7351,2-s2.0-0012653642,S0047248496900159
0.024,0.916,0.06,0.9938,2-s2.0-38249037219,004724849090009Z
0.021,0.924,0.055,0.9997,2-s2.0-80053386210,S0047248411001667
0.021,0.901,0.079,0.9999,2-s2.0-85082537469,S0047248420300312
0.018,0.904,0.079,0.9998,2-s2.0-21244477474,S0047248405000485
0.062,0.874,0.064,-0.96,2-s2.0-77958197919,S004724841000117X
0.014,0.925,0.061,0.9999,2-s2.0-85052731123,S0047248417305055
0.015,0.936,0.049,0.9993,2-s2.0-0007496895,S004724848380013X
0.046,0.854,0.1,0.9982,2-s2.0-0141915595,S0047248482800298
0.107,0.829,0.064,-0.9999,2-s2.0-84923542393,S0047248414002565
0.037,0.896,0.067,0.9959,2-s2.0-0017585848,S0047248477800948
0.035,0.888,0.076,0.9927,2-s2.0-0032097753,S0047248498999997
0.025,0.899,0.076,0.9999,2-s2.0-21244438676,S0047248405000606
0.039,0.864,0.097,0.9998,2-s2.0-0000253515,47248487900741
0.021,0.887,0.092,0.9999,2-s2.0-0242417602,S0047248402001677
0.011,0.934,0.055,0.9965,2-s2.0-0035983963,S0047248402905543
0.011,0.949,0.04,0.9929,2-s2.0-0033898274,S0047248400904159
0.023,0.908,0.069,0.9995,2-s2.0-74449090531,S0047248409001730
0.051,0.876,0.073,0.998,2-s2.0-84877645285,S0047248413000912
0.035,0.894,0.071,0.9888,2-s2.0-0017580729,S004724847780122X
0.032,0.9,0.068,0.9997,2-s2.0-42649088106,S0047248407002060
0.016,0.957,0.027,0.9468,2-s2.0-0033512697,S0047248499903421
0.058,0.843,0.099,0.9997,2-s2.0-0037659650,S0047248403000472
0.05,0.846,0.104,0.9997,2-s2.0-0023039362,S0047248486800434
0.021,0.915,0.065,0.9997,2-s2.0-70449133450,S0047248409001225
0.022,0.901,0.077,0.9991,2-s2.0-0024922070,47248489900778
0.026,0.891,0.083,1.0,2-s2.0-70449710749,S0047248409001675
0.027,0.911,0.061,0.9994,2-s2.0-0024224941,47248488900383
0.035,0.9,0.065,0.9993,2-s2.0-85045312806,S0047248418300046
0.027,0.923,0.049,0.9995,2-s2.0-33846565509,S0047248406001576
0.029,0.813,0.158,0.9995,2-s2.0-0021887746,S0047248485800440
0.016,0.916,0.068,0.9992,2-s2.0-0021133898,S0047248484800111
0.041,0.87,0.089,0.9998,2-s2.0-0018602190,47248479901155
0.019,0.899,0.081,0.9944,2-s2.0-0020396189,S0047248482801061
0.015,0.936,0.05,0.9993,2-s2.0-85051762598,S0047248418301179
0.027,0.84,0.133,0.9999,2-s2.0-0009180377,S0047248482800365
0.038,0.889,0.072,0.9998,2-s2.0-79751523852,S0047248410002058
0.026,0.899,0.075,0.9999,2-s2.0-4444278384,S0047248404000880
0.0,0.94,0.06,0.8807,2-s2.0-0033072903,S0047248498902809
0.009,0.929,0.062,0.9997,2-s2.0-79956110877,S0047248411000534
0.019,0.913,0.068,0.9985,2-s2.0-49649143464,47248472901157
0.029,0.91,0.061,0.9995,2-s2.0-38249037961,47248487900595
0.021,0.915,0.063,0.9945,2-s2.0-0017897453,S0047248478801109
0.036,0.911,0.053,0.9985,2-s2.0-0027047479,004724849290080S
0.027,0.898,0.075,0.9997,2-s2.0-0000348180,47248487900716
0.019,0.889,0.092,1.0,2-s2.0-84940448982,S0047248415001566
0.097,0.791,0.112,0.9761,2-s2.0-45149143188,47248489900390
0.017,0.953,0.029,0.9169,2-s2.0-0034037061,S0047248499903925
0.019,0.91,0.071,0.9979,2-s2.0-56049105364,S0047248408001723
0.024,0.905,0.071,0.9992,2-s2.0-0346264696,S0047248403001234
0.039,0.876,0.085,0.9999,2-s2.0-85085321459,S0047248420300579
0.027,0.915,0.058,0.9968,2-s2.0-0001608459,S0047248484800238
0.017,0.841,0.142,0.9994,2-s2.0-0020309988,S0047248482800559
0.066,0.888,0.046,-0.9965,2-s2.0-0021722250,S0047-2484(84)80031-7
0.035,0.905,0.061,0.9998,2-s2.0-84870061084,S0047248412001613
0.023,0.867,0.111,0.9999,2-s2.0-0020395990,S0047248482800109
0.076,0.875,0.049,-0.9966,2-s2.0-0006332339,S0047248486800033
0.0,0.957,0.043,0.9595,2-s2.0-0027797173,S0047248483710626
0.04,0.887,0.073,0.9999,2-s2.0-85017562779,S0047248417301112
0.037,0.881,0.082,0.9999,2-s2.0-33747326900,S0047248405002046
0.032,0.921,0.047,0.9988,2-s2.0-79953060761,S0047248410001727
0.025,0.922,0.053,0.9998,2-s2.0-84973879620,S0047248416300252
0.035,0.876,0.089,0.9993,2-s2.0-0018566214,47248479901143
0.023,0.891,0.086,0.9998,2-s2.0-0017814463,S0047248478800098
0.011,0.845,0.144,0.9947,2-s2.0-0030476083,S0047248496900548
0.027,0.913,0.06,0.9998,2-s2.0-84877655665,S0047248413000729
0.039,0.903,0.058,0.9993,2-s2.0-0002624645,47248487900583
0.031,0.912,0.057,0.891,2-s2.0-0028578825,S0047248484710396
0.031,0.897,0.072,0.9992,2-s2.0-0025629514,004724849090003T
0.046,0.894,0.061,0.9906,2-s2.0-0018778455,47248479900617
0.009,0.917,0.074,0.9999,2-s2.0-85050380051,S0047248418301180
0.02,0.865,0.115,0.9999,2-s2.0-43249084007,S0047248407002308
0.036,0.866,0.098,0.9991,2-s2.0-0015798704,47248473900201
0.006,0.964,0.03,0.9908,2-s2.0-0035052528,S0047248400904548
0.026,0.915,0.058,0.9994,2-s2.0-0017644244,S004724847780002X
0.015,0.889,0.096,0.9988,2-s2.0-0017642240,S004724847780047X
0.016,0.937,0.047,0.9979,2-s2.0-0032030002,S0047248497901937
0.033,0.911,0.056,0.9995,2-s2.0-85084050054,S0047248420300580
0.024,0.939,0.037,0.995,2-s2.0-0026459031,004724849290083L
0.021,0.894,0.085,0.9993,2-s2.0-0019306996,47248480900160
0.019,0.897,0.083,1.0,2-s2.0-67349125372,S0047248409000530
0.052,0.897,0.05,-0.0516,2-s2.0-0017264596,004724847690021X
0.02,0.923,0.058,0.9999,2-s2.0-85062304233,S0047248418303294
0.027,0.896,0.077,0.9999,2-s2.0-85056774443,S0047248418301246
0.023,0.912,0.064,0.9998,2-s2.0-33846927053,S0047248406002065
0.028,0.906,0.066,0.9999,2-s2.0-61849141216,S0047248409000025
0.018,0.918,0.064,0.9969,2-s2.0-0038335332,S0047248403000599
0.0,0.895,0.105,0.9876,2-s2.0-0010819760,S0047248484710050
0.036,0.858,0.106,0.9998,2-s2.0-0347536007,S0047248403001222
0.049,0.912,0.038,-0.9995,2-s2.0-0026302649,004724849190113A
0.028,0.9,0.073,0.9998,2-s2.0-56349141561,S0047248408001735
0.021,0.894,0.084,0.9999,2-s2.0-34548525454,S0047248407001066
0.018,0.862,0.12,0.9997,2-s2.0-0018077859,S0047248478800165
0.023,0.877,0.099,0.9998,2-s2.0-0021854181,S0047248485800051
0.027,0.911,0.062,0.9994,2-s2.0-77954218909,S0047248410000862
0.022,0.908,0.07,0.9999,2-s2.0-85061234317,S0047248418303105
0.017,0.944,0.039,0.9963,2-s2.0-0017196832,47248476900282
0.009,0.946,0.045,0.9833,2-s2.0-0036005745,S0047248401905433
0.034,0.9,0.066,0.9997,2-s2.0-85035029823,S0047248417304347
0.026,0.895,0.078,0.9997,2-s2.0-85030751732,S0047248417303482
0.082,0.824,0.094,0.9671,2-s2.0-85058388585,S0047248418303555
0.028,0.906,0.066,0.9999,2-s2.0-85066411323,S0047248418301568
0.058,0.869,0.073,0.9955,2-s2.0-0021018414,S0047248483800360
0.034,0.873,0.093,0.9998,2-s2.0-84919683471,S004724841400267X
0.038,0.91,0.052,0.9933,2-s2.0-85023639362,S0047248417302786
0.036,0.912,0.052,0.9984,2-s2.0-85098133280,S0047248420301846
0.0,0.939,0.061,0.967,2-s2.0-18044401176,S0047248401904737
0.012,0.937,0.051,0.9978,2-s2.0-0022261171,S0047-2484(85)80038-5
0.015,0.916,0.069,0.9999,2-s2.0-84969143090,S0047248416300069
0.002,0.966,0.033,0.9865,2-s2.0-0035983984,S0047248402905555
0.043,0.886,0.071,0.9972,2-s2.0-0024251151,47248488900395
0.037,0.873,0.091,0.9998,2-s2.0-70450233612,S0047248409001663
0.022,0.93,0.048,0.9993,2-s2.0-55749097058,S0047248408000870
0.069,0.854,0.077,0.984,2-s2.0-0345479067,47248474901948
0.014,0.892,0.094,0.9999,2-s2.0-84861910607,S0047248412000413
0.021,0.919,0.06,0.9981,2-s2.0-48349141081,S0047248408000523
0.0,0.948,0.052,0.8126,2-s2.0-0037944137,S0047248403000034
0.033,0.844,0.123,0.9999,2-s2.0-84898054853,S0047248414000372
0.053,0.871,0.076,0.9986,2-s2.0-0000701480,S0047248483800049
0.047,0.9,0.054,0.9884,2-s2.0-84940706738,S0047248415001931
0.027,0.897,0.076,0.9995,2-s2.0-0023000438,S0047248486800422
0.017,0.9,0.082,0.9738,2-s2.0-0027387216,S0047248483710237
0.031,0.849,0.12,0.9993,2-s2.0-85090236478,S0047248420301329
0.03,0.919,0.051,0.9922,2-s2.0-0000699188,004724849290092N
0.047,0.893,0.06,0.9982,2-s2.0-79952361128,S0047248410000618
0.024,0.893,0.084,0.9999,2-s2.0-0000473448,004724849290107K
0.023,0.916,0.06,0.9967,2-s2.0-0017331241,S0047248477801267
0.028,0.908,0.064,0.9996,2-s2.0-84896734005,S0047248414000165
0.024,0.901,0.076,0.9999,2-s2.0-85051537873,S0047248418300617
0.0,0.952,0.048,0.8126,2-s2.0-0037306795,S004724840200163X
0.0,0.882,0.118,0.9943,2-s2.0-0030459559,S0047248496900421
0.05,0.884,0.065,0.9985,2-s2.0-28144445704,004724849190054Y
0.032,0.903,0.064,0.9998,2-s2.0-84877642154,S0047248413000705
0.034,0.889,0.077,0.9999,2-s2.0-84930178129,S0047248415000822
0.039,0.83,0.13,0.9999,2-s2.0-0008421138,004724849190097F
0.147,0.787,0.066,-1.0,2-s2.0-68049103046,S004724840900092X
0.046,0.851,0.103,0.9999,2-s2.0-84937967787,S0047248415001360
0.041,0.893,0.065,0.9911,2-s2.0-49649144944,47248472901182
0.03,0.91,0.06,0.9678,2-s2.0-0035067607,S0047248401904609
0.021,0.906,0.073,0.9996,2-s2.0-3342939779,S0047248404000855
0.071,0.774,0.155,1.0,2-s2.0-85019493632,S0047248417301094
0.065,0.878,0.057,-0.9984,2-s2.0-84891660151,S0047248413001401
0.0,0.952,0.048,0.9413,2-s2.0-0027873187,S0047248483710535
0.051,0.894,0.055,0.767,2-s2.0-0017746015,S0047248477801322
0.05,0.868,0.082,0.9995,2-s2.0-0025623333,004724849090052D
0.041,0.846,0.113,0.9995,2-s2.0-84937976112,S0047248415001049
0.038,0.876,0.085,0.999,2-s2.0-0021162502,S0047248484800652
0.022,0.915,0.063,0.9999,2-s2.0-85084646121,S0047248420300543
0.003,0.938,0.059,0.9943,2-s2.0-0034493615,S0047248400904421
0.042,0.888,0.071,0.999,2-s2.0-0021737235,S0047248484800202
0.023,0.9,0.077,0.9991,2-s2.0-80053384446,S004724841100162X
0.022,0.878,0.1,1.0,2-s2.0-84919608881,S0047248414002334
0.06,0.845,0.095,0.9949,2-s2.0-0007255637,47248472900140
0.036,0.872,0.092,0.9999,2-s2.0-85073946604,S0047248419300983
0.031,0.904,0.065,0.9996,2-s2.0-85071986246,S0047248419301691
0.019,0.922,0.059,0.9999,2-s2.0-85069636044,S0047248418304068
0.0,0.967,0.033,0.9413,2-s2.0-0033163061,S0047248499903159
0.07,0.843,0.087,0.9848,2-s2.0-0020527215,S0047248483800177
0.02,0.908,0.072,0.9988,2-s2.0-0018099320,S0047248478800372
0.05,0.904,0.046,-0.9985,2-s2.0-33751163960,S0047248406001370
0.017,0.912,0.071,0.9783,2-s2.0-45949118017,47248487900686
0.036,0.866,0.098,0.9993,2-s2.0-34548234327,S0047248407000899
0.029,0.93,0.041,0.9817,2-s2.0-84923562545,S0047248414003030
0.036,0.907,0.056,0.996,2-s2.0-21244449914,S0047248405000515
0.018,0.88,0.102,1.0,2-s2.0-85082405606,S0047248420300282
0.023,0.899,0.078,0.9999,2-s2.0-84991709368,S0047248416301087
0.031,0.879,0.09,0.9999,2-s2.0-70449115835,S0047248409000232
0.042,0.874,0.085,0.9994,2-s2.0-34248548633,S0047248406002272
0.052,0.873,0.075,0.9987,2-s2.0-84893720552,S0047248414000098
0.059,0.864,0.077,0.9991,2-s2.0-85006943933,S0047248416301592
0.035,0.895,0.07,0.9998,2-s2.0-84859159464,S0047248412000346
0.023,0.915,0.062,0.9987,2-s2.0-0026308093,004724849190092A
0.036,0.882,0.081,0.9999,2-s2.0-85019456603,S0047248416302214
0.026,0.903,0.072,0.9999,2-s2.0-84887608930,S0047248413001905
0.036,0.904,0.06,0.9988,2-s2.0-0017753745,S0047248477800134
0.005,0.967,0.028,0.9933,2-s2.0-0015980677,47248474901067
0.033,0.899,0.069,0.9997,2-s2.0-84952908671,S0047248415002262
0.047,0.876,0.077,0.9998,2-s2.0-85089892648,S0047248420301305
0.01,0.944,0.045,0.9917,2-s2.0-0036005698,S0047248401905366
0.031,0.907,0.062,0.9991,2-s2.0-0025590590,004724849090065J
0.026,0.886,0.087,0.9998,2-s2.0-84887609636,S004724841300225X
0.06,0.799,0.142,1.0,2-s2.0-0024904320,47248489900742
0.017,0.922,0.061,0.9997,2-s2.0-0027066703,004724849290088Q
0.025,0.922,0.053,0.9965,2-s2.0-0031810582,S0047248497901809
0.033,0.859,0.108,0.9999,2-s2.0-84973459566,S0047248416300100
0.017,0.937,0.046,0.9821,2-s2.0-49649146347,47248472900814
0.028,0.909,0.063,0.9999,2-s2.0-84964798518,S0047248416000440
0.03,0.92,0.051,0.9985,2-s2.0-0001545234,004724847290111X
0.016,0.935,0.049,0.9893,2-s2.0-0016187967,47248474901821
0.017,0.927,0.056,0.9999,2-s2.0-84973375213,S0047248416300045
0.018,0.883,0.099,0.9999,2-s2.0-34249671092,S0047248407000437
0.036,0.931,0.033,-0.6705,2-s2.0-0009583556,47248492900266
0.026,0.873,0.102,0.9999,2-s2.0-85046810440,S0047248417303457
0.067,0.876,0.058,-0.91,2-s2.0-0025591557,004724849090058J
0.034,0.902,0.064,0.9987,2-s2.0-0017285743,47248476900257
0.059,0.892,0.049,-0.9432,2-s2.0-58149409605,S0047248481800917
0.022,0.853,0.125,1.0,2-s2.0-23844439253,S0047248405000850
0.043,0.867,0.09,0.9996,2-s2.0-34247578504,S0047248407000358
0.019,0.92,0.061,0.9992,2-s2.0-0017383487,S0047248477800067
0.049,0.88,0.071,0.9995,2-s2.0-85082664031,S0047248420300294
0.043,0.898,0.059,0.9995,2-s2.0-22544442748,S0047248405000503
0.024,0.888,0.088,0.9944,2-s2.0-0016175631,47248474902061
0.019,0.919,0.062,0.9998,2-s2.0-84902331771,S0047248414000827
0.041,0.896,0.063,0.9973,2-s2.0-0017702889,S0047248477800122
0.01,0.952,0.038,0.8885,2-s2.0-0032014442,S0047248497902049
0.042,0.902,0.056,0.9962,2-s2.0-0026000118,47248491900746
0.03,0.894,0.076,0.9999,2-s2.0-0017412064,S0047248477800572
0.055,0.873,0.072,0.995,2-s2.0-0022415336,S0047248485800968
0.094,0.836,0.07,-0.9954,2-s2.0-0017128359,47248476900312
0.013,0.929,0.057,0.9952,2-s2.0-49649131925,47248472900802
0.022,0.901,0.077,0.9998,2-s2.0-84927692636,S0047248414001109
0.005,0.932,0.063,0.9922,2-s2.0-0035983986,S0047248402905580
0.014,0.887,0.098,0.9999,2-s2.0-85032701911,S0047248416302081
0.027,0.902,0.071,0.9997,2-s2.0-38249007654,47248489900754
0.034,0.884,0.083,1.0,2-s2.0-85098595877,S0047248420301743
0.035,0.896,0.068,0.9998,2-s2.0-85064258734,S0047248418303646
0.033,0.839,0.127,0.9997,2-s2.0-0017295522,47248476900191
0.027,0.917,0.056,0.9985,2-s2.0-84881609948,S004724841300119X
0.016,0.881,0.103,0.9987,2-s2.0-0018602866,47248479900046
0.04,0.889,0.072,0.9999,2-s2.0-85068263326,S0047248418302811
